2020-02-15	0
2020-02-16	0
2020-02-17	0
2020-02-18	0
2020-02-19	0
2020-02-20	0
2020-02-21	0
2020-02-22	0
2020-02-23	0
2020-02-24	0
2020-02-25	2
2020-02-26	8
2020-02-27	22
2020-02-28	26
2020-02-29	5
2020-03-01	51
2020-03-02	35
2020-03-03	38
2020-03-04	59
2020-03-05	283
2020-03-06	125
2020-03-07	130
2020-03-08	240
2020-03-09	184
2020-03-10	341
2020-03-11	401
2020-03-12	779
2020-03-13	930
2020-03-14	924
2020-03-15	1214
2020-03-16	1459
2020-03-17	2095
2020-03-18	2960
2020-03-19	2993
2020-03-20	4528
2020-03-21	2516
2020-03-22	2509
2020-03-23	4183
2020-03-24	3935
2020-03-25	4332
2020-03-26	6615
2020-03-27	6933
2020-03-28	6824
2020-03-29	4740
2020-03-30	4450
2020-03-31	4923
2020-04-01	6173
2020-04-02	6813
2020-04-03	6365
2020-04-04	4933
2020-04-05	4031
2020-04-06	3252
2020-04-07	4288
2020-04-08	5633
2020-04-09	4939
2020-04-10	3936
2020-04-11	3281
2020-04-12	2402
2020-04-13	2218
2020-04-14	2138
2020-04-15	2543
2020-04-16	2945
2020-04-17	3699
2020-04-18	2327
2020-04-19	2018
2020-04-20	1323
2020-04-21	1388
2020-04-22	2195
2020-04-23	2481
2020-04-24	1870
2020-04-25	1514
2020-04-26	1257
2020-04-27	988
2020-04-28	1154
2020-04-29	1627
2020-04-30	1470
2020-05-01	1068
2020-05-02	890
2020-05-03	697
2020-05-04	488
2020-05-05	855
2020-05-06	1155
2020-05-07	1268
2020-05-08	1158
2020-05-09	736
2020-05-10	555
2020-05-11	697
2020-05-12	595
2020-05-13	927
2020-05-14	877
2020-05-15	724
2020-05-16	545
2020-05-17	407
2020-05-18	638
2020-05-19	538
2020-05-20	704
2020-05-21	490
2020-05-22	692
2020-05-23	273
2020-05-24	342
2020-05-25	461
2020-05-26	499
2020-05-27	607
2020-05-28	557
2020-05-29	567
2020-05-30	275
2020-05-31	200
2020-06-01	271
2020-06-02	326
2020-06-03	334
2020-06-04	498
2020-06-05	491
2020-06-06	282
2020-06-07	173
2020-06-08	336
2020-06-09	311
2020-06-10	6
2020-06-11	285
2020-06-12	456
2020-06-13	172
2020-06-14	248
2020-06-15	373
2020-06-16	338
2020-06-17	1122
2020-06-18	622
2020-06-19	534
2020-06-20	556
2020-06-21	359
2020-06-22	544
2020-06-23	659
2020-06-24	476
2020-06-25	531
2020-06-26	614
2020-06-27	290
2020-06-28	175
2020-06-29	528
2020-06-30	440
2020-07-01	492
2020-07-02	393
2020-07-03	283
