2020-02-15	0
2020-02-16	0
2020-02-17	0
2020-02-18	0
2020-02-19	0
2020-02-20	1
2020-02-21	17
2020-02-22	58
2020-02-23	78
2020-02-24	72
2020-02-25	94
2020-02-26	147
2020-02-27	185
2020-02-28	234
2020-02-29	239
2020-03-01	573
2020-03-02	335
2020-03-03	466
2020-03-04	587
2020-03-05	769
2020-03-06	778
2020-03-07	1247
2020-03-08	1492
2020-03-09	1797
2020-03-10	977
2020-03-11	2313
2020-03-12	2651
2020-03-13	2547
2020-03-14	3497
2020-03-15	3590
2020-03-16	3233
2020-03-17	3526
2020-03-18	4207
2020-03-19	5322
2020-03-20	5986
2020-03-21	6557
2020-03-22	5560
2020-03-23	4789
2020-03-24	5249
2020-03-25	5210
2020-03-26	6203
2020-03-27	5909
2020-03-28	5974
2020-03-29	5217
2020-03-30	4050
2020-03-31	4053
2020-04-01	4782
2020-04-02	4668
2020-04-03	4585
2020-04-04	4805
2020-04-05	4316
2020-04-06	3599
2020-04-07	3039
2020-04-08	3836
2020-04-09	4204
2020-04-10	3951
2020-04-11	4694
2020-04-12	4092
2020-04-13	3153
2020-04-14	2972
2020-04-15	2667
2020-04-16	3786
2020-04-17	3493
2020-04-18	3491
2020-04-19	3047
2020-04-20	2256
2020-04-21	2729
2020-04-22	3370
2020-04-23	2646
2020-04-24	3021
2020-04-25	2357
2020-04-26	2324
2020-04-27	1739
2020-04-28	2091
2020-04-29	2086
2020-04-30	1872
2020-05-01	1965
2020-05-02	1900
2020-05-03	1389
2020-05-04	1221
2020-05-05	1075
2020-05-06	1444
2020-05-07	1401
2020-05-08	1327
2020-05-09	1083
2020-05-10	802
2020-05-11	744
2020-05-12	1402
2020-05-13	888
2020-05-14	992
2020-05-15	789
2020-05-16	875
2020-05-17	675
2020-05-18	451
2020-05-19	813
2020-05-20	665
2020-05-21	642
2020-05-22	652
2020-05-23	669
2020-05-24	531
2020-05-25	300
2020-05-26	397
2020-05-27	584
2020-05-28	593
2020-05-29	516
2020-05-30	416
2020-05-31	333
2020-06-01	200
2020-06-02	318
2020-06-03	321
2020-06-04	177
2020-06-05	518
2020-06-06	270
2020-06-07	197
2020-06-08	280
2020-06-09	283
2020-06-10	202
2020-06-11	379
2020-06-12	163
2020-06-13	347
2020-06-14	337
2020-06-15	301
2020-06-16	210
2020-06-17	329
2020-06-18	332
2020-06-19	251
2020-06-20	264
2020-06-21	224
2020-06-22	221
2020-06-23	113
2020-06-24	190
2020-06-25	296
2020-06-26	255
2020-06-27	175
2020-06-28	174
2020-06-29	126
2020-06-30	142
2020-07-01	182
2020-07-02	201
2020-07-03	223
