2020-02-15	0
2020-02-16	0
2020-02-17	0
2020-02-18	0
2020-02-19	0
2020-02-20	0
2020-02-21	20
2020-02-22	0
2020-02-23	0
2020-02-24	18
2020-02-25	4
2020-02-26	3
2020-02-27	0
2020-02-28	3
2020-02-29	5
2020-03-01	7
2020-03-02	25
2020-03-03	24
2020-03-04	34
2020-03-05	63
2020-03-06	98
2020-03-07	116
2020-03-08	106
2020-03-09	163
2020-03-10	290
2020-03-11	307
2020-03-12	329
2020-03-13	554
2020-03-14	589
2020-03-15	848
2020-03-16	988
2020-03-17	1754
2020-03-18	2965
2020-03-19	4599
2020-03-20	5671
2020-03-21	4887
2020-03-22	9443
2020-03-23	10374
2020-03-24	11248
2020-03-25	13550
2020-03-26	17521
2020-03-27	18906
2020-03-28	19655
2020-03-29	20263
2020-03-30	23283
2020-03-31	25271
2020-04-01	27087
2020-04-02	30536
2020-04-03	32934
2020-04-04	34642
2020-04-05	25879
2020-04-06	31728
2020-04-07	34025
2020-04-08	32460
2020-04-09	34044
2020-04-10	34197
2020-04-11	30440
2020-04-12	27821
2020-04-13	27069
2020-04-14	27376
2020-04-15	30611
2020-04-16	30082
2020-04-17	32432
2020-04-18	29144
2020-04-19	26167
2020-04-20	28180
2020-04-21	26166
2020-04-22	30241
2020-04-23	32001
2020-04-24	39072
2020-04-25	35467
2020-04-26	26558
2020-04-27	23233
2020-04-28	25498
2020-04-29	28525
2020-04-30	30912
2020-05-01	36090
2020-05-02	29816
2020-05-03	27394
2020-05-04	24730
2020-05-05	24836
2020-05-06	25515
2020-05-07	29581
2020-05-08	29244
2020-05-09	26190
2020-05-10	20781
2020-05-11	18681
2020-05-12	22962
2020-05-13	22344
2020-05-14	28035
2020-05-15	27570
2020-05-16	24295
2020-05-17	20168
2020-05-18	23510
2020-05-19	20762
2020-05-20	22626
2020-05-21	28804
2020-05-22	24619
2020-05-23	21902
2020-05-24	19898
2020-05-25	19897
2020-05-26	19373
2020-05-27	20719
2020-05-28	23055
2020-05-29	25656
2020-05-30	23726
2020-05-31	20724
2020-06-01	22411
2020-06-02	22258
2020-06-03	20798
2020-06-04	22819
2020-06-05	25393
2020-06-06	22836
2020-06-07	18905
2020-06-08	19044
2020-06-09	19056
2020-06-10	21009
2020-06-11	23457
2020-06-12	27378
2020-06-13	25459
2020-06-14	20161
2020-06-15	20879
2020-06-16	25607
2020-06-17	26239
2020-06-18	27948
2020-06-19	33566
2020-06-20	33412
2020-06-21	26102
2020-06-22	31514
2020-06-23	36061
2020-06-24	38433
2020-06-25	40233
2020-06-26	47362
2020-06-27	43597
2020-06-28	40560
2020-06-29	44764
2020-06-30	46070
2020-07-01	51095
2020-07-02	57232
2020-07-03	54904
